asin,sentence,helpful,main_image_url,product_title
B008MPKAPK,"With the old Kaito radio, you dial in a station, then you have to fidget with the dial to get the best reception.",1.0,http://ecx.images-amazon.com/images/I/416jPdinWNL.jpg,"Kaito KA321 Pocket-size 10-Band AM/FM Shortwave Radio with DSP (Digital Signal Processing), Black"
B004OS8J98,The toy seems like a good one and my 5 & 6 year olds loved it but within half an hour the lift was broken.,1.0,http://ecx.images-amazon.com/images/I/81R0TRuy0qL.jpg,Fisher-Price Imaginext DC Super Friends Batcave
B00002E220,"This product was not a bootleg, but exactley as depicted and sent and received faster than expected!",1.3,http://ecx.images-amazon.com/images/I/51PCHRAW0PL.jpg,Last of the Dogmen
B0007U00XK,"Amazon EUI saw reviews of this lens ranging from 'best lens ever' to 'rubbish' and all the stuff about quality control, but decided to try it anyway.",1.3,http://ecx.images-amazon.com/images/I/413Fhglwy8L.jpg,Sigma 10-20mm f/4-5.6 EX DC HSM Lens
0671700758,"He teaches how regret, anger, fear, and other assorted evils keep one from experiencing the good life and does so in remarkable detail which is immediately applicable to anyone, anywhere.",1.9,http://ecx.images-amazon.com/images/I/411zKO0BCRL.jpg,"Psycho-Cybernetics, A New Way to Get More Living Out of Life"
B00BLG5CSC,Sound is really good and clear no problems of any type so far great quality and very impressed with product,2.0,http://ecx.images-amazon.com/images/I/61QM9xk6X-L.jpg,Philips ActionFit Sports Earhook Headphones
0399157867,Did Grafton really write this junk?,0.8,http://ecx.images-amazon.com/images/I/81YrIbqV3OL.jpg,V is for Vengeance: A Kinsey Millhone Novel
B00000J0JF,Simple concept but works very well.,1.3,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
0553391135,You have to follow them in order,0.7000000000000001,http://ecx.images-amazon.com/images/I/517vIw4438L.jpg,Love Letters: A Rose Harbor Novel
B0015450T6,"I just leave the white balance on Auto (AWB) and I am very happy with how the photos turn out, but maybe a custom white balance would work even better...",1.9,http://ecx.images-amazon.com/images/I/71zfnZ6by7S.jpg,"MyStudio MS20 Professional Table Top Photo Studio Lightbox Kit w/ 5000K Lighting for Product Photography, 20x20x12 inches"
B00HWWDV5A,Also great to hear him rework some of the classics!,1.0,http://ecx.images-amazon.com/images/I/71Zv11kUTjL.jpg,Symphonica
B0002COTDA,I do agree with a few of you that Columbo is one of the worlds best (tv) Lieutenants but only on the west coast.,1.3,http://ecx.images-amazon.com/images/I/41pYBQGm-2L.jpg,Columbo - The Complete First Season
B007R3AZNK,Love the blues and love the guitar.,0.7000000000000001,http://ecx.images-amazon.com/images/I/71T0MOGDaiL.jpg,Driving Towards The Daylight
B001NESPHC,I am anxiously waiting for her next release.,1.0,http://ecx.images-amazon.com/images/I/51czCy04hwL.jpg,My One And Only Thrill
B0011000R6,No more frightened babys.,1.0,http://ecx.images-amazon.com/images/I/61focgrGi7L.jpg,Gary Fong Puffer Pop Up flash Diffuser for DSLR's CANON / NIKON / OLYMPUS / PENTAX (excluding Canon T4i)
B000IHY9UM,synth tunes reminiscent of elevator music will not help you get into the routines.,1.2,http://ecx.images-amazon.com/images/I/51Hi0NCgxKL.jpg,Da-fat Burning Dance Mix
B00005LEOH,"handheld shots are possible on bright sunny days, otherwise, use a mono pod to steady your camera and shot.",1.6,http://ecx.images-amazon.com/images/I/81zDW+9iIQL.jpg,Nikon 80-200mm f/2.8D ED AF Zoom Nikkor Lens for Nikon Digital SLR Cameras
B00005LEOH,The only reason I am giving a four star to it is the speed of focusing.,1.6,http://ecx.images-amazon.com/images/I/81zDW+9iIQL.jpg,Nikon 80-200mm f/2.8D ED AF Zoom Nikkor Lens for Nikon Digital SLR Cameras
0062065254,Really loved the mix of old and new traditions and culture.,1.6,http://ecx.images-amazon.com/images/I/51T9UKYpQDL.jpg,The Round House: A Novel
B001DKO7R8,This card allows me to add a SD card into may Canon Mark II and even a micro SD with an adapter.,1.7000000000000002,http://ecx.images-amazon.com/images/I/51T6HPiV0QL.jpg,SD/SDHC/MMC/Eye-Fi card to Compact Flash CF Type II Adapter for Professional DSLR Digital SLR Camera PDA Pocket PC
B000P0J09C,This arrived in time for a gift.,0.8,http://ecx.images-amazon.com/images/I/81trsp4+MEL.jpg,Full Metal Jacket
B00ITOAYOQ,"Ryder himself is made to ride his bike, so I think he looks a little funny standing with such wide-spread legs, but my son doesn't think anything of it.",1.2,http://ecx.images-amazon.com/images/I/81RlNgh7ceL.jpg,"Nickelodeon, Paw Patrol - Ryder's Rescue ATV, Vehicle and Figure (works with Paw Patroller)"
B00000FCBH,The music displays what is inside all of us cause he tells the truth and lets the words flow from hs soulRIP,1.2,http://ecx.images-amazon.com/images/I/51iQ7z1W0jL.jpg,2Pac Greatest Hits
B000ME8R22,It provides an accurate representation of the battery capacity.,1.5,http://ecx.images-amazon.com/images/I/61qnkfCQ2kL.jpg,"Sony NPFH50 H Series Actiforce Hybrid InfoLithium Battery for most Sony Camcorders and A230, A330 and A380 Alpha DSLR (Retail Packaging)"
B000ONDRFS,Try that with a regular video camera.,0.6000000000000001,http://ecx.images-amazon.com/images/I/81CofGfT-hS.jpg,Flip Video Camcorder
B0007QKMQY,I would recommend this camera for everyone from amateur to professional.,2.0,http://ecx.images-amazon.com/images/I/51G31QKNJFL.jpg,Canon Digital Rebel XT 8MP Digital SLR Camera
0451232852,"It's a little predictable and melodramatic, but engaging.",1.8,http://ecx.images-amazon.com/images/I/91zB9X+jhwL.jpg,Fall of Giants: Book One of the Century Trilogy
0671700758,You will not regret the time and money spent on this book!.,1.5,http://ecx.images-amazon.com/images/I/411zKO0BCRL.jpg,"Psycho-Cybernetics, A New Way to Get More Living Out of Life"
B004OS8J98,"There customer service page says that you don't need it, but the telescope doesn't really work without it and it doesn't fit down the elevator opening (even though they say it does).",1.2,http://ecx.images-amazon.com/images/I/81R0TRuy0qL.jpg,Fisher-Price Imaginext DC Super Friends Batcave
0618871713,"Well, all I can say is that I didn`t like it.",0.7000000000000001,http://ecx.images-amazon.com/images/I/81VWEyQoyrL.jpg,Fun Home: A Family Tragicomic
B00B0DWB62,Will be great on the patio this summer.,0.8,http://ecx.images-amazon.com/images/I/817iEr0lwtL.jpg,Little Tikes Anchors Away Pirate Ship Water Play Table
B00B0DWB62,I also don't like that the little people have holes in them allowing water to get in.,0.9,http://ecx.images-amazon.com/images/I/817iEr0lwtL.jpg,Little Tikes Anchors Away Pirate Ship Water Play Table
B003T90WY8,They are comfortable and are made of decent quality; no complaints so far.,1.8,http://ecx.images-amazon.com/images/I/51wvXmZmxzL.jpg,EARBUDi Clips on and off Your Apple iPod® or iPhone® Earbuds - and Turns Them Into Sport Headphones. Soft Over-The-Ear Design with Earbud Tilt & Rotation - Provide a Custom Comfortable Fit.
0375703764,"With a reading investment this sufficiently weighty, I would have hoped for a better return on that investment than the empty feeling I had as I turned the final page.",1.5,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B0019FHM9M,I fixed the holder with a superglue and DC connector fixed by re-soldering.,0.7000000000000001,http://ecx.images-amazon.com/images/I/41naHn2FKWL.jpg,"Lowpricenice MH2001 5-in-1 Wireless Headphones w/Microphone Emitter & FM Radio - Listen to Music, Chat Online & Monitor Other Rooms!"
B000002KB8,I really like that there are song medleys which makes it a semi live setting and,1.3,http://ecx.images-amazon.com/images/I/81K4W71c38L.jpg,Black Sabbath
B000NP46K2,Great Lens for all photographers and film makers.,1.6,http://ecx.images-amazon.com/images/I/41OuPC6mbgL.jpg,Canon EF 16-35mm f/2.8L II USM Ultra Wide Angle Zoom Lens
B00KU9LQUO,"When we heard King of New York was coming, we all hoped it would bring the same fun and not just be a re-hash of King of Tokyo.",1.1,http://ecx.images-amazon.com/images/I/91H7TLUPYqL.jpg,King of New York Board Game
B00L5LDWP8,It was smaller than I thought it would be.,0.9,http://ecx.images-amazon.com/images/I/81JsQZ4OynL.jpg,Radio Flyer Little Toy Wagon
B002JSM3KQ,it is a very good quality board game.,2.0,http://ecx.images-amazon.com/images/I/915NTWZUtjL.jpg,Monopoly Board Game The Classic Edition
0790731886,Sound & picture could be better.,1.1,http://ecx.images-amazon.com/images/I/91I6ZbfQl3L.jpg,Arthur (1981)
0399162089,"Adults Full Of Detailed Patterns"" if you want something with fun, detailed pictures that are all very colorable, and appropriate for all ages.",1.1,http://ecx.images-amazon.com/images/I/A1aGNgxeIcL.jpg,Outside the Lines: An Artists' Coloring Book for Giant Imaginations
B0018QROM2,"For me, the test of centre speakers is the psych hospital scene in Terminator 2.",0.6000000000000001,http://ecx.images-amazon.com/images/I/51f7PG9wHNL.jpg,Polk Audio CS10 Center Channel Speaker Single
B00C30FCUI,not a good one sound is weak,1.8,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
0061208493,These 7 books are an amazing piece of work.,2.0,http://ecx.images-amazon.com/images/I/81rZBiijb1L.jpg,The Complete C. S. Lewis Signature Classics
B00C30FCUI,"Those lasted for about 6 months, and now I’m on my second pair of the J-buds",1.3,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B00004UFOO,The first package I ordered never arrived.,1.1,http://ecx.images-amazon.com/images/I/71RDhTiphOL.jpg,Crayola Washable Super Tips
B003T90WY8,I must have tried almost every solution to get a decent headset for running.,1.5,http://ecx.images-amazon.com/images/I/51wvXmZmxzL.jpg,EARBUDi Clips on and off Your Apple iPod® or iPhone® Earbuds - and Turns Them Into Sport Headphones. Soft Over-The-Ear Design with Earbud Tilt & Rotation - Provide a Custom Comfortable Fit.
B0015DNIOG,The battery has worked great and I have had no issues with it.,1.7000000000000002,http://ecx.images-amazon.com/images/I/61qxonlw3OL.jpg,Canon Battery Pack NB-6L
B0002MQGR2,"This is marketed as a splitter--a sort of ""Y"" optical ""cable.""",1.7000000000000002,http://ecx.images-amazon.com/images/I/41UpOLPeBxL.jpg,Optical Splitter
0671015206,Next Door and enjoying life in the process.,0.9,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
B00023GGHQ,"I won't take these songs apart one by one; suffice it to say the movie was really good, the music is, in my opinion, dispicable.",1.3,http://ecx.images-amazon.com/images/I/71wSUy+VP5L.jpg,De-Lovely
B00C30FCUI,they are excellent an I'm very fussy when it comes to headphones and speakers,1.9,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B004BFVKSQ,Present for my 5yr old daughter.,0.1,http://ecx.images-amazon.com/images/I/912HI5VFelL.jpg,My First Disney Princess Disney Toddler Rapunzel
0790731886,It would take a long time for me to relate why (to me),0.5,http://ecx.images-amazon.com/images/I/91I6ZbfQl3L.jpg,Arthur (1981)
B00000J0JF,"Whatever age you are, you'll have fun.",1.6,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B00081NX5U,"No idea how they will do in the winter, but I will not BBQ when it is below freezing.",0.30000000000000004,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
0375703764,"Take the time, have patience, and you will have a most rewarding experience with Danielewski.",1.2,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B00000FCBH,Me Against The World - Very introspective4.,0.6000000000000001,http://ecx.images-amazon.com/images/I/51iQ7z1W0jL.jpg,2Pac Greatest Hits
B00C30FCUI,I use the headphones mostly for talking and podcasts,0.8,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B002JSM3KQ,"That is a game that takes about an hour, easy to learn, has some luck involved, but with more planning and decision making to keep it engaging.",1.7000000000000002,http://ecx.images-amazon.com/images/I/915NTWZUtjL.jpg,Monopoly Board Game The Classic Edition
B0002MQGR2,"Like the title says, I had ""no luck""...",0.5,http://ecx.images-amazon.com/images/I/41UpOLPeBxL.jpg,Optical Splitter
B00C30FCUI,Wondered if it was my phone but used other headphones,0.6000000000000001,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
076362344X,I have used it with students when I wanted to receive feedback from them.,1.0,http://ecx.images-amazon.com/images/I/41FcN69t78L.jpg,Ish (Creatrilogy)
0061208493,As a Jesus follower who is attempting to better understand my faith this book gives me a better understand of the human psyche when applied to Christianity .,1.6,http://ecx.images-amazon.com/images/I/81rZBiijb1L.jpg,The Complete C. S. Lewis Signature Classics
0061235970,"The message is sweet in the end, but the way the girls talk to each other is not the best influence on other children reading or being read to.",1.3,http://ecx.images-amazon.com/images/I/61ARpCYs2bL.jpg,Fancy Nancy: Tea for Two
0671700758,He then describes how we all have to power to remove those scars.,1.2,http://ecx.images-amazon.com/images/I/411zKO0BCRL.jpg,"Psycho-Cybernetics, A New Way to Get More Living Out of Life"
B000002GJH,The album is a touching tribute to their lost friend and the powerful music that came from the loss will help keep Mr. Wood's spirit alive.,1.6,http://ecx.images-amazon.com/images/I/518P0F1DBGL.jpg,Temple Of The Dog
B0000658L4,I sent this item to a 3 year old little boy and he just loved it.,1.0,http://ecx.images-amazon.com/images/I/811Z0XZZtVL.jpg,Melissa & Doug Pizza Party Wooden Play Food Set
0399162089,"Not a color by number, fill in the lines, kind of coloring book.",1.1,http://ecx.images-amazon.com/images/I/A1aGNgxeIcL.jpg,Outside the Lines: An Artists' Coloring Book for Giant Imaginations
B0015450T6,Overall this is a good buy and does the job well.,1.6,http://ecx.images-amazon.com/images/I/71zfnZ6by7S.jpg,"MyStudio MS20 Professional Table Top Photo Studio Lightbox Kit w/ 5000K Lighting for Product Photography, 20x20x12 inches"
B001K5UQX0,"I am not sure if I am missing a proper adapter ring or need to buy one that will fit,",1.2,http://ecx.images-amazon.com/images/I/51I+oONHYKL.jpg,"Opteka 0.20X Professional Super AF Fisheye Lens for Nikon D4s, D4, D3x, Df, D810, D800, D750, D610, D600, D7200, D7100, D7000, D5500, D5300, D5200, D5100, D3300, D3200 and D3100 Digital SLR Cameras"
B00B0DWB62,Bought for 1 year old grandson inside and outside when outside we put water in it .Plays with all the time.,1.3,http://ecx.images-amazon.com/images/I/817iEr0lwtL.jpg,Little Tikes Anchors Away Pirate Ship Water Play Table
0553386697,I'm a better parent for having read this book.,1.6,http://ecx.images-amazon.com/images/I/81HdbmkRjWL.jpg,The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind
0783225482,CD arrived on time and in great condition.,0.9,http://ecx.images-amazon.com/images/I/51z2Gp2lmDL.jpg,Death Becomes Her
B00000J0JF,(I'm not very good at chess),0.2,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B0017O3UHI,At this point I'm on a bit of a quest to find a better alternative but as I've now tried two other antenna's (a GE Futura 24769004 from Home Depot and,0.9,http://ecx.images-amazon.com/images/I/61k4i1jeQFL.jpg,Antennas Direct C2 ClearStream Television Antenna
B006SUWZH2,It's fair value for money.,1.6,http://ecx.images-amazon.com/images/I/61A2WQOLUaL.jpg,Memorex Portable CD Boombox with AM FM Radio
B00023GGHQ,"In our world today, we do need some easy and listenable music to forget to escape the troubles of the world for a while.",0.9,http://ecx.images-amazon.com/images/I/71wSUy+VP5L.jpg,De-Lovely
0790731886,I had seen the movie before and liked it that is why I ordered it.,0.9,http://ecx.images-amazon.com/images/I/91I6ZbfQl3L.jpg,Arthur (1981)
B00005LEOH,"It is, as advertised, heavy",1.3,http://ecx.images-amazon.com/images/I/81zDW+9iIQL.jpg,Nikon 80-200mm f/2.8D ED AF Zoom Nikkor Lens for Nikon Digital SLR Cameras
B00081NX5U,Scared to turn up the volume not wanting them to fall and damage them...,1.0,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
B00081NX5U,For the price you cannot beat these speakers!,1.4,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
B002NKM4C2,I think that will be nice for my I-pod where I have already made playlists.,1.4,http://ecx.images-amazon.com/images/I/71sr3IboLOL.jpg,Yamaha CD-C600BL 5-Disc CD Changer (Black)
B000ANVPP6,"When history has its say, it doesn't really stand out in any way.",1.2,http://ecx.images-amazon.com/images/I/51AzKokhsEL.jpg,Hondo (Full Screen)
0375703764,"The author's sister is the artist Poe, and she performs a song from",0.9,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B00004UFOO,Some colors look the same when on paper for example you get 9 green colors but some of them appear to be very close in color (pic attached).,1.3,http://ecx.images-amazon.com/images/I/71RDhTiphOL.jpg,Crayola Washable Super Tips
B00004RD54,"And Lou manages to actually make one of the songs from ""Berlin"" worse than it was on that piece of (...) record.",1.1,http://ecx.images-amazon.com/images/I/71eihBGDpML.jpg,Rock 'n' Roll Animal (Live)
B00081NX5U,I ended up putting packing tape over the terminals and the wires to hold them in place.,1.4,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
B000IHY9UM,This tape is more fun than other exercise.,1.6,http://ecx.images-amazon.com/images/I/51Hi0NCgxKL.jpg,Da-fat Burning Dance Mix
B00000J0JF,Why is the background blue in a maze?,0.4,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B001NESPHC,"Or fluidly solid, I forget which.",0.30000000000000004,http://ecx.images-amazon.com/images/I/51czCy04hwL.jpg,My One And Only Thrill
B0019FHM9M,I brought this to use for wireless audio for my TV,0.8,http://ecx.images-amazon.com/images/I/41naHn2FKWL.jpg,"Lowpricenice MH2001 5-in-1 Wireless Headphones w/Microphone Emitter & FM Radio - Listen to Music, Chat Online & Monitor Other Rooms!"
B00000F1D3,"A fabulous attempt a dance/disco, I'm telling you now, and Cher has a powerful, great voice (No poiting fingers, right Mister Maxxx?).",1.6,http://ecx.images-amazon.com/images/I/41H0Y95GM1L.jpg,Believe
B0018QROM2,Just be prepared for the size and weight of the speaker as it quite large and quite heavy,1.4,http://ecx.images-amazon.com/images/I/51f7PG9wHNL.jpg,Polk Audio CS10 Center Channel Speaker Single
B00ITOAYOQ,Grandson had lost his very first one but the meme I am,0.5,http://ecx.images-amazon.com/images/I/81RlNgh7ceL.jpg,"Nickelodeon, Paw Patrol - Ryder's Rescue ATV, Vehicle and Figure (works with Paw Patroller)"
B000002KB8,"Though many many years later, Tony Iommi went on to form his own versions of Black Sabbath while Ozzy went solo; nothing these members do will ever compare to Sabbath in its classic lineup.",1.2,http://ecx.images-amazon.com/images/I/81K4W71c38L.jpg,Black Sabbath
B008MPKAPK,I have owned a lot of radios over the years.,0.30000000000000004,http://ecx.images-amazon.com/images/I/416jPdinWNL.jpg,"Kaito KA321 Pocket-size 10-Band AM/FM Shortwave Radio with DSP (Digital Signal Processing), Black"
0399157867,and i anticipate each new letter in the series .strong,0.9,http://ecx.images-amazon.com/images/I/81YrIbqV3OL.jpg,V is for Vengeance: A Kinsey Millhone Novel
B003T90WY8,and they keep them in place in my ear.,1.1,http://ecx.images-amazon.com/images/I/51wvXmZmxzL.jpg,EARBUDi Clips on and off Your Apple iPod® or iPhone® Earbuds - and Turns Them Into Sport Headphones. Soft Over-The-Ear Design with Earbud Tilt & Rotation - Provide a Custom Comfortable Fit.
B000W7F5SS,I was somewhat disappointed in the length/scope of this movie as compared to the others.,1.1,http://ecx.images-amazon.com/images/I/91E7TPDbSfL.jpg,Harry Potter and the Order of the Phoenix (Widescreen Edition)
B0000DZTIW,"Although I think sometimes it got a little bit repetitive, it was pulled off well, and I can't give Hans any less credit than he deserves.",1.3,http://ecx.images-amazon.com/images/I/71-BdYl9vzL.jpg,The Last Samurai
B004OS8J98,"Place your order,its shipped, and then delivered.",0.30000000000000004,http://ecx.images-amazon.com/images/I/81R0TRuy0qL.jpg,Fisher-Price Imaginext DC Super Friends Batcave
B001SEQPGK,"that's a ton considering what i paid for it, Why not just buy a new camera which is what im looking to do now.",1.1,http://ecx.images-amazon.com/images/I/71KLvmtcN9L.jpg,Sony Cyber-shot DSC-W290 12 MP Digital Camera with 5x Optical Zoom and Super Steady Shot Image Stabilization
014312417X,Do I personally believe Didion’s,0.1,http://ecx.images-amazon.com/images/I/71LRdEUOmNL.jpg,Mastery
0375703764,"To miss it, would be to miss a part of our history.",0.8,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
0671015206,I now look at those expensive homes on the golf course and wonder how many of those people really have financial freedom.,0.7000000000000001,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
0553386697,"However, I feel these ideas/strategies would be easier to use in a parent/caregiver setting rather than in a classroom.",1.6,http://ecx.images-amazon.com/images/I/81HdbmkRjWL.jpg,The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind
0061208493,"Affecting more than just physical, this meditation also affords spiritual, emotional breakthroughs and can put oneself closer to the truth of God and Jesus.",1.3,http://ecx.images-amazon.com/images/I/81rZBiijb1L.jpg,The Complete C. S. Lewis Signature Classics
0671015206,why* people want to become millionaires.,0.8,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
B004UKNJCM,"But after a couple of games with my 7-year-old and 11-year-old sons, we all got the hang of it.",1.3,http://ecx.images-amazon.com/images/I/915552Zm8zL.jpg,Whoowasit? Award-Winning Board Game Electronics
B001DKO7R8,It will not fit in the CF slot of my Nikons but it will fit in my CF card reader.,1.4,http://ecx.images-amazon.com/images/I/51T6HPiV0QL.jpg,SD/SDHC/MMC/Eye-Fi card to Compact Flash CF Type II Adapter for Professional DSLR Digital SLR Camera PDA Pocket PC
B006KD37TC,I will be contacting Grace yet again.,0.7000000000000001,http://ecx.images-amazon.com/images/I/81H1IKyze2L.jpg,Wi-Fi Music Player with 3.5-Inch Color Display
B000BN8Y2W,I've never seen a stronger fire suit in any store.,1.3,http://ecx.images-amazon.com/images/I/71GMzHZOTDL.jpg,Jr. Fire Fighter Suit with embroidered Cap
B0002MQGR2,I used it to put a DVD player and cable box to a receiver with one optical in.,0.9,http://ecx.images-amazon.com/images/I/41UpOLPeBxL.jpg,Optical Splitter
B00004RD54,"Strangely, according to a review I read a while back, the original album did not include credits for the band - Pentti Glen (drums), Prakash John (bass), Ray Colcord (keyboards) and  Dick Wagner and Steve Hunter (guitars).",1.5,http://ecx.images-amazon.com/images/I/71eihBGDpML.jpg,Rock 'n' Roll Animal (Live)
B0002COTDA,"Robert Culp (Death lends a hand), Ross Martin (Suitable for framing), Jack Cassidy (Murder by the book),Roddy McDowell (Short fuse) and even Leslie Nielsen (Lady in waiting) are among the great actors that share the credits with Mr. Peter Falk (tip of the hat to him).",1.5,http://ecx.images-amazon.com/images/I/41pYBQGm-2L.jpg,Columbo - The Complete First Season
B0011000R6,"I see a few reviews about the cheap mount, well that has changed!",0.8,http://ecx.images-amazon.com/images/I/61focgrGi7L.jpg,Gary Fong Puffer Pop Up flash Diffuser for DSLR's CANON / NIKON / OLYMPUS / PENTAX (excluding Canon T4i)
0671015206,"So, now that I can buy what I could not buy before, I'll go right on my merry way and do so (when the desire strikes, anyway).",0.4,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
B003G55KVA,They actually balance on their feet well,1.0,http://ecx.images-amazon.com/images/I/51HaQikn1aL.jpg,Monkey Figures 25 Tiny Plastic Monkey Figures Party Favors by A&A
0061208493,(and just maybe the valuable and timeless message will shine through).,0.9,http://ecx.images-amazon.com/images/I/81rZBiijb1L.jpg,The Complete C. S. Lewis Signature Classics
B00C30FCUI,"In addition, I had just purchased discontinued Harmon Kardon earphones for $30 (MSRP $120) and honestly I cannot tell the difference in sound quality between the HKs and NRG.",1.5,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
0553386697,"Perfect for everyone, not just parents",1.7000000000000002,http://ecx.images-amazon.com/images/I/81HdbmkRjWL.jpg,The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind
0671015206,"To be wealthy, one needs to live below one's means, saving the remainder.",0.7000000000000001,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
B008B68IUY,"Nothing had broken, chipped or been damaged in any way after a year of abuse.",1.7000000000000002,http://ecx.images-amazon.com/images/I/712BE74LwKL.jpg,Monster High Travel Scaris Convertible Vehicle
0671015206,out of your adult children's' family  matters.,0.9,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
0451232852,Ken Follett is a master of the sweeping saga.,1.1,http://ecx.images-amazon.com/images/I/91zB9X+jhwL.jpg,Fall of Giants: Book One of the Century Trilogy
B000W7F5SS,The relationships between Harry and his friends and teachers are changing and the kids are growing up-,1.0,http://ecx.images-amazon.com/images/I/91E7TPDbSfL.jpg,Harry Potter and the Order of the Phoenix (Widescreen Edition)
B0017O3UHI,"I do have to mention that we added a Clearstream CV 2 reflector assembly, a week after we put it up.",0.7000000000000001,http://ecx.images-amazon.com/images/I/61k4i1jeQFL.jpg,Antennas Direct C2 ClearStream Television Antenna
B0000DZTIW,"Japanese cultural or people or  movies going back since World War 2, but",0.6000000000000001,http://ecx.images-amazon.com/images/I/71-BdYl9vzL.jpg,The Last Samurai
B000W7F5SS,but I dont want to relive it..,0.30000000000000004,http://ecx.images-amazon.com/images/I/91E7TPDbSfL.jpg,Harry Potter and the Order of the Phoenix (Widescreen Edition)
B0019FHM9M,you aer getting a bad name for it.,0.2,http://ecx.images-amazon.com/images/I/41naHn2FKWL.jpg,"Lowpricenice MH2001 5-in-1 Wireless Headphones w/Microphone Emitter & FM Radio - Listen to Music, Chat Online & Monitor Other Rooms!"
B007R3AZNK,Can't go wrong with Bonamassa!,1.5,http://ecx.images-amazon.com/images/I/71T0MOGDaiL.jpg,Driving Towards The Daylight
B00L5LDWP8,It's just that I thought it was at least big enough for my son to pull around the house.,1.1,http://ecx.images-amazon.com/images/I/81JsQZ4OynL.jpg,Radio Flyer Little Toy Wagon
0670012335,and she wanted me to read it again right after we finished.,0.8,http://ecx.images-amazon.com/images/I/A1ks6FGtr0L.jpg,Llama Llama Time to Share
B003G9ZQQA,The physical game is beautiful.,1.6,http://ecx.images-amazon.com/images/I/71UfDbZMb9L.jpg,Mexican Train Dominoes
B007R3AZNK,"Maybe one day, but for now,""Driving Towards the Daylight""is just really fine.",1.1,http://ecx.images-amazon.com/images/I/71T0MOGDaiL.jpg,Driving Towards The Daylight
B000002KHF,These five songs are all rock classics by any standard.,1.1,http://ecx.images-amazon.com/images/I/51RV37clhWL.jpg,Moondance
B001DKO7R8,"It was easy to transfer the photos from my Canon to my iPhone, and then do whatever I wanted with them.",1.8,http://ecx.images-amazon.com/images/I/51T6HPiV0QL.jpg,SD/SDHC/MMC/Eye-Fi card to Compact Flash CF Type II Adapter for Professional DSLR Digital SLR Camera PDA Pocket PC
B00005QT9O,This underappreciated film really deserves a second look-- call it a re-gifting to yourself!,1.4,http://ecx.images-amazon.com/images/I/51PR4CJZZ1L.jpg,Mixed Nuts
B000L212HC,Not worth the money or the time and focus required to watch it.,1.7000000000000002,http://ecx.images-amazon.com/images/I/51whgYqON5L.jpg,The Prestige [Blu-ray]
B000P0J09C,"Joker (Matthew Modine), Pvt.",0.2,http://ecx.images-amazon.com/images/I/81trsp4+MEL.jpg,Full Metal Jacket
